tas,	Year, Month, Country
-2.3242,1983,1,KOR
-2.3258,1983,2,KOR
4.56388,1983,3,KOR
11.7802,1983,4,KOR
16.0827,1983,5,KOR
19.8711,1983,6,KOR
22.5756,1983,7,KOR
24.4321,1983,8,KOR
20.1691,1983,9,KOR
12.9585,1983,10,KOR
5.49223,1983,11,KOR
-1.5037,1983,12,KOR
-5.5743,1984,1,KOR
-3.7671,1984,2,KOR
1.93638,1984,3,KOR
9.69017,1984,4,KOR
15.6529,1984,5,KOR
20.6707,1984,6,KOR
23.6618,1984,7,KOR
25.2582,1984,8,KOR
18.7553,1984,9,KOR
12.3747,1984,10,KOR
6.94683,1984,11,KOR
-1.0436,1984,12,KOR
-5.3579,1985,1,KOR
-0.6436,1985,2,KOR
3.65445,1985,3,KOR
10.4352,1985,4,KOR
16.0593,1985,5,KOR
19.7227,1985,6,KOR
24.3522,1985,7,KOR
25.0376,1985,8,KOR
19.4771,1985,9,KOR
13.5037,1985,10,KOR
5.22083,1985,11,KOR
-2.9968,1985,12,KOR
-4.8723,1986,1,KOR
-3.4006,1986,2,KOR
3.81454,1986,3,KOR
10.7565,1986,4,KOR
15.3301,1986,5,KOR
19.5858,1986,6,KOR
21.6711,1986,7,KOR
23.4381,1986,8,KOR
18.0312,1986,9,KOR
11.1407,1986,10,KOR
4.92119,1986,11,KOR
1.40893,1986,12,KOR
-2.8155,1987,1,KOR
-0.1474,1987,2,KOR
3.48773,1987,3,KOR
10.113,1987,4,KOR
15.5988,1987,5,KOR
20.3278,1987,6,KOR
22.9679,1987,7,KOR
22.9825,1987,8,KOR
18.1279,1987,9,KOR
14.1546,1987,10,KOR
6.41019,1987,11,KOR
0.45266,1987,12,KOR
-1.9964,1988,1,KOR
-2.0058,1988,2,KOR
3.13983,1988,3,KOR
10.4343,1988,4,KOR
15.6238,1988,5,KOR
20.3363,1988,6,KOR
22.7953,1988,7,KOR
24.2129,1988,8,KOR
19.2901,1988,9,KOR
13.5675,1988,10,KOR
4.97544,1988,11,KOR
-0.1919,1988,12,KOR
-0.43,1989,1,KOR
1.27679,1989,2,KOR
4.86266,1989,3,KOR
12.4368,1989,4,KOR
16.0376,1989,5,KOR
19.2724,1989,6,KOR
22.8093,1989,7,KOR
23.4273,1989,8,KOR
19.0269,1989,9,KOR
12.524,1989,10,KOR
6.1102,1989,11,KOR
1.10401,1989,12,KOR
-3.4741,1990,1,KOR
1.73627,1990,2,KOR
6.08436,1990,3,KOR
10.0103,1990,4,KOR
15.0984,1990,5,KOR
20.1563,1990,6,KOR
23.9901,1990,7,KOR
25.3306,1990,8,KOR
19.6102,1990,9,KOR
13.602,1990,10,KOR
8.87437,1990,11,KOR
0.36149,1990,12,KOR
-2.6273,1991,1,KOR
-1.5728,1991,2,KOR
4.01231,1991,3,KOR
10.9342,1991,4,KOR
15.234,1991,5,KOR
21.2012,1991,6,KOR
23.1832,1991,7,KOR
22.5517,1991,8,KOR
19.4102,1991,9,KOR
12.6379,1991,10,KOR
5.72433,1991,11,KOR
1.61136,1991,12,KOR
-0.7296,1992,1,KOR
0.01942,1992,2,KOR
5.6167,1992,3,KOR
10.9771,1992,4,KOR
14.6327,1992,5,KOR
19.4741,1992,6,KOR
24.2988,1992,7,KOR
23.0181,1992,8,KOR
19.2704,1992,9,KOR
12.2245,1992,10,KOR
5.56727,1992,11,KOR
0.9446,1992,12,KOR
-2.5025,1993,1,KOR
0.50957,1993,2,KOR
4.43894,1993,3,KOR
9.91206,1993,4,KOR
15.4886,1993,5,KOR
19.5821,1993,6,KOR
21.1263,1993,7,KOR
21.2068,1993,8,KOR
19.1322,1993,9,KOR
12.0969,1993,10,KOR
7.19953,1993,11,KOR
-0.483,1993,12,KOR
-1.9462,1994,1,KOR
-0.3784,1994,2,KOR
3.15678,1994,3,KOR
12.6097,1994,4,KOR
16.1922,1994,5,KOR
20.6427,1994,6,KOR
26.9825,1994,7,KOR
26.296,1994,8,KOR
19.9138,1994,9,KOR
13.6785,1994,10,KOR
8.33229,1994,11,KOR
1.04193,1994,12,KOR
-2.5462,1995,1,KOR
0.40295,1995,2,KOR
4.88637,1995,3,KOR
10.3759,1995,4,KOR
15.1984,1995,5,KOR
19.4317,1995,6,KOR
23.7761,1995,7,KOR
25.3704,1995,8,KOR
18.424,1995,9,KOR
13.8984,1995,10,KOR
5.47194,1995,11,KOR
-1.4497,1995,12,KOR
-2.471,1996,1,KOR
-2.0155,1996,2,KOR
3.67682,1996,3,KOR
9.35061,1996,4,KOR
15.8512,1996,5,KOR
20.0198,1996,6,KOR
23.3708,1996,7,KOR
24.203,1996,8,KOR
19.8116,1996,9,KOR
13.2163,1996,10,KOR
5.52833,1996,11,KOR
0.70918,1996,12,KOR
-3.1495,1997,1,KOR
0.15558,1997,2,KOR
5.74889,1997,3,KOR
11.3656,1997,4,KOR
15.617,1997,5,KOR
21.5665,1997,6,KOR
24.3951,1997,7,KOR
24.6568,1997,8,KOR
18.6796,1997,9,KOR
12.5722,1997,10,KOR
7.54917,1997,11,KOR
0.90909,1997,12,KOR
-2.0682,1998,1,KOR
2.13697,1998,2,KOR
6.37268,1998,3,KOR
13.3379,1998,4,KOR
16.9246,1998,5,KOR
19.7063,1998,6,KOR
23.456,1998,7,KOR
24.0522,1998,8,KOR
20.9454,1998,9,KOR
15.2764,1998,10,KOR
6.58051,1998,11,KOR
1.79766,1998,12,KOR
-1.3194,1999,1,KOR
0.32093,1999,2,KOR
5.35373,1999,3,KOR
11.6002,1999,4,KOR
16.1194,1999,5,KOR
21.2255,1999,6,KOR
23.4854,1999,7,KOR
23.6102,1999,8,KOR
20.8832,1999,9,KOR
13.0482,1999,10,KOR
6.68318,1999,11,KOR
0.05165,1999,12,KOR
-2.2749,2000,1,KOR
-1.9869,2000,2,KOR
5.38374,2000,3,KOR
10.6268,2000,4,KOR
15.7068,2000,5,KOR
21.1661,2000,6,KOR
25.2268,2000,7,KOR
24.6456,2000,8,KOR
18.6711,2000,9,KOR
13.374,2000,10,KOR
5.94624,2000,11,KOR
0.57328,2000,12,KOR
-3.8878,2001,1,KOR
-0.3922,2001,2,KOR
4.59851,2001,3,KOR
11.953,2001,4,KOR
17.0163,2001,5,KOR
20.956,2001,6,KOR
25.0792,2001,7,KOR
24.5734,2001,8,KOR
20.1038,2001,9,KOR
14.6565,2001,10,KOR
6.12143,2001,11,KOR
-0.7887,2001,12,KOR
-0.5353,2002,1,KOR
1.81381,2002,2,KOR
6.99541,2002,3,KOR
12.1557,2002,4,KOR
15.6977,2002,5,KOR
20.7163,2002,6,KOR
23.5979,2002,7,KOR
22.7755,2002,8,KOR
19.1751,2002,9,KOR
11.9338,2002,10,KOR
3.4173,2002,11,KOR
0.66426,2002,12,KOR
-3.1876,2003,1,KOR
1.13132,2003,2,KOR
4.90888,2003,3,KOR
11.5421,2003,4,KOR
16.0002,2003,5,KOR
20.3507,2003,6,KOR
21.5799,2003,7,KOR
22.8412,2003,8,KOR
19.5352,2003,9,KOR
12.5805,2003,10,KOR
8.23813,2003,11,KOR
0.29592,2003,12,KOR
-2.3149,2004,1,KOR
1.64692,2004,2,KOR
5.40363,2004,3,KOR
11.892,2004,4,KOR
16.0021,2004,5,KOR
21.1737,2004,6,KOR
24.2663,2004,7,KOR
24.0209,2004,8,KOR
19.7062,2004,9,KOR
13.3014,2004,10,KOR
7.83088,2004,11,KOR
1.43946,2004,12,KOR
-3.2921,2005,1,KOR
-2.5636,2005,2,KOR
3.15485,2005,3,KOR
11.7088,2005,4,KOR
15.4519,2005,5,KOR
21.6183,2005,6,KOR
24.0728,2005,7,KOR
24.1415,2005,8,KOR
20.1625,2005,9,KOR
13.308,2005,10,KOR
7.31061,2005,11,KOR
-4.0308,2005,12,KOR
-1.3468,2006,1,KOR
-0.6003,2006,2,KOR
4.42105,2006,3,KOR
9.83268,2006,4,KOR
15.5579,2006,5,KOR
20.1086,2006,6,KOR
22.159,2006,7,KOR
25.5454,2006,8,KOR
18.7802,2006,9,KOR
15.6796,2006,10,KOR
7.22199,2006,11,KOR
0.56894,2006,12,KOR
-0.5504,2007,1,KOR
2.81904,2007,2,KOR
5.24944,2007,3,KOR
10.3361,2007,4,KOR
16.187,2007,5,KOR
20.7777,2007,6,KOR
22.5557,2007,7,KOR
25.0812,2007,8,KOR
19.6258,2007,9,KOR
13.5342,2007,10,KOR
5.85743,2007,11,KOR
1.11216,2007,12,KOR
-2.0881,2008,1,KOR
-1.6791,2008,2,KOR
5.75884,2008,3,KOR
11.7713,2008,4,KOR
15.8485,2008,5,KOR
19.3785,2008,6,KOR
24.761,2008,7,KOR
23.4145,2008,8,KOR
20.1226,2008,9,KOR
14.5702,2008,10,KOR
6.58917,2008,11,KOR
0.53524,2008,12,KOR
-2.5515,2009,1,KOR
2.50222,2009,2,KOR
5.31335,2009,3,KOR
11.2921,2009,4,KOR
16.8986,2009,5,KOR
20.9177,2009,6,KOR
22.6534,2009,7,KOR
23.4573,2009,8,KOR
19.6529,2009,9,KOR
14.3701,2009,10,KOR
5.89748,2009,11,KOR
-0.7949,2009,12,KOR
-3.5408,2010,1,KOR
0.64341,2010,2,KOR
3.71181,2010,3,KOR
8.55361,2010,4,KOR
15.4561,2010,5,KOR
21.4026,2010,6,KOR
24.5113,2010,7,KOR
25.4531,2010,8,KOR
20.4274,2010,9,KOR
13.2119,2010,10,KOR
5.85822,2010,11,KOR
-0.9031,2010,12,KOR
-6.6146,2011,1,KOR
0.5301,2011,2,KOR
3.27888,2011,3,KOR
9.85511,2011,4,KOR
15.4088,2011,5,KOR
20.7548,2011,6,KOR
23.8122,2011,7,KOR
24.0096,2011,8,KOR
19.9207,2011,9,KOR
12.8802,2011,10,KOR
9.04843,2011,11,KOR
-1.2128,2011,12,KOR
-3.0032,2012,1,KOR
-2.3068,2012,2,KOR
4.19244,2012,3,KOR
11.2424,2012,4,KOR
16.8981,2012,5,KOR
21.2168,2012,6,KOR
24.4687,2012,7,KOR
25.2064,2012,8,KOR
19.0964,2012,9,KOR
13.5002,2012,10,KOR
4.82711,2012,11,KOR
-3.5562,2012,12,KOR
-3.604,2013,1,KOR
-1.1146,2013,2,KOR
5.14076,2013,3,KOR
9.10696,2013,4,KOR
16.236,2013,5,KOR
21.5583,2013,6,KOR
25.3679,2013,7,KOR
26.3478,2013,8,KOR
20.0722,2013,9,KOR
14.1978,2013,10,KOR
5.55821,2013,11,KOR
-0.3882,2013,12,KOR
-1.2001,2014,1,KOR
0.57271,2014,2,KOR
6.2651,2014,3,KOR
12.0531,2014,4,KOR
17.0927,2014,5,KOR
20.9271,2014,6,KOR
24.4445,2014,7,KOR
22.9127,2014,8,KOR
19.8622,2014,9,KOR
13.8153,2014,10,KOR
7.52854,2014,11,KOR
-2.5601,2014,12,KOR
-1.3973,2015,1,KOR
0.4066,2015,2,KOR
5.16993,2015,3,KOR
11.2411,2015,4,KOR
17.1693,2015,5,KOR
20.7917,2015,6,KOR
23.6245,2015,7,KOR
24.4638,2015,8,KOR
19.7072,2015,9,KOR
13.8505,2015,10,KOR
7.95877,2015,11,KOR
1.64264,2015,12,KOR
