pr,	Year, Month, Country
256.11,1986,6,KOR
231.549,1986,7,KOR
255.159,1986,8,KOR
141.339,1986,9,KOR
96.655,1986,10,KOR
19.6026,1986,11,KOR
45.1587,1986,12,KOR
49.0231,1987,1,KOR
49.3071,1987,2,KOR
61.6784,1987,3,KOR
64.6916,1987,4,KOR
95.6441,1987,5,KOR
153.27,1987,6,KOR
484.864,1987,7,KOR
445.845,1987,8,KOR
42.5223,1987,9,KOR
54.1946,1987,10,KOR
67.9558,1987,11,KOR
6.41311,1987,12,KOR
12.9477,1988,1,KOR
12.8378,1988,2,KOR
52.7462,1988,3,KOR
63.1096,1988,4,KOR
82.2558,1988,5,KOR
124.921,1988,6,KOR
343.803,1988,7,KOR
126.153,1988,8,KOR
110.596,1988,9,KOR
15.6652,1988,10,KOR
16.7935,1988,11,KOR
13.7197,1988,12,KOR
102.312,1989,1,KOR
74.0352,1989,2,KOR
98.6486,1989,3,KOR
29.408,1989,4,KOR
57.4994,1989,5,KOR
197.549,1989,6,KOR
386.014,1989,7,KOR
216.575,1989,8,KOR
192.616,1989,9,KOR
41.5494,1989,10,KOR
88.2155,1989,11,KOR
29.3967,1989,12,KOR
51.3711,1990,1,KOR
103.507,1990,2,KOR
73.2121,1990,3,KOR
104.21,1990,4,KOR
123.783,1990,5,KOR
332.367,1990,6,KOR
286.577,1990,7,KOR
190.89,1990,8,KOR
281.281,1990,9,KOR
28.667,1990,10,KOR
62.9405,1990,11,KOR
18.4081,1990,12,KOR
24.6763,1991,1,KOR
43.806,1991,2,KOR
86.6466,1991,3,KOR
86.5726,1991,4,KOR
81.7957,1991,5,KOR
148.087,1991,6,KOR
420.161,1991,7,KOR
249.526,1991,8,KOR
164.47,1991,9,KOR
18.2396,1991,10,KOR
18.7402,1991,11,KOR
56.0635,1991,12,KOR
28.3328,1992,1,KOR
29.8709,1992,2,KOR
62.6576,1992,3,KOR
116.302,1992,4,KOR
107.73,1992,5,KOR
60.1254,1992,6,KOR
183.097,1992,7,KOR
291.51,1992,8,KOR
172.902,1992,9,KOR
38.5696,1992,10,KOR
39.703,1992,11,KOR
48.4059,1992,12,KOR
28.9359,1993,1,KOR
61.8953,1993,2,KOR
50.6,1993,3,KOR
60.5152,1993,4,KOR
146.116,1993,5,KOR
228.516,1993,6,KOR
326.994,1993,7,KOR
410.199,1993,8,KOR
66.1636,1993,9,KOR
39.0541,1993,10,KOR
77.0067,1993,11,KOR
22.3518,1993,12,KOR
26.59,1994,1,KOR
22.6165,1994,2,KOR
32.4552,1994,3,KOR
53.4571,1994,4,KOR
147.585,1994,5,KOR
112.055,1994,6,KOR
116.191,1994,7,KOR
197.215,1994,8,KOR
42.0486,1994,9,KOR
131.607,1994,10,KOR
44.7596,1994,11,KOR
15.3509,1994,12,KOR
23.9676,1995,1,KOR
19.7712,1995,2,KOR
61.1671,1995,3,KOR
70.2713,1995,4,KOR
72.7139,1995,5,KOR
96.8547,1995,6,KOR
249.939,1995,7,KOR
406.301,1995,8,KOR
55.3888,1995,9,KOR
34.7666,1995,10,KOR
19.7471,1995,11,KOR
5.3615,1995,12,KOR
26.4801,1996,1,KOR
12.8286,1996,2,KOR
118.202,1996,3,KOR
60.2984,1996,4,KOR
47.4856,1996,5,KOR
373.48,1996,6,KOR
246.066,1996,7,KOR
133.786,1996,8,KOR
29.6093,1996,9,KOR
72.93,1996,10,KOR
60.729,1996,11,KOR
23.2673,1996,12,KOR
16.5902,1997,1,KOR
27.76,1997,2,KOR
41.4168,1997,3,KOR
68.3339,1997,4,KOR
204.955,1997,5,KOR
224.72,1997,6,KOR
271.156,1997,7,KOR
227.28,1997,8,KOR
57.8981,1997,9,KOR
13.0008,1997,10,KOR
131.767,1997,11,KOR
54.9335,1997,12,KOR
42.7773,1998,1,KOR
49.4099,1998,2,KOR
47.8421,1998,3,KOR
164.334,1998,4,KOR
113.309,1998,5,KOR
304.679,1998,6,KOR
322.171,1998,7,KOR
386.963,1998,8,KOR
229.681,1998,9,KOR
63.9949,1998,10,KOR
31.6001,1998,11,KOR
6.80699,1998,12,KOR
20.0376,1999,1,KOR
19.7211,1999,2,KOR
97.8601,1999,3,KOR
96.1166,1999,4,KOR
150.387,1999,5,KOR
185.031,1999,6,KOR
278.125,1999,7,KOR
414.287,1999,8,KOR
333.377,1999,9,KOR
107.443,1999,10,KOR
26.4972,1999,11,KOR
9.73229,1999,12,KOR
34.9445,2000,1,KOR
3.61268,2000,2,KOR
26.4247,2000,3,KOR
39.5401,2000,4,KOR
59.4135,2000,5,KOR
188.259,2000,6,KOR
231.923,2000,7,KOR
384.904,2000,8,KOR
248.108,2000,9,KOR
31.5587,2000,10,KOR
49.4495,2000,11,KOR
14.7989,2000,12,KOR
47.8373,2001,1,KOR
56.9449,2001,2,KOR
16.201,2001,3,KOR
24.1716,2001,4,KOR
49.2078,2001,5,KOR
290.417,2001,6,KOR
308.09,2001,7,KOR
152.26,2001,8,KOR
92.8347,2001,9,KOR
105.746,2001,10,KOR
15.3745,2001,11,KOR
29.6825,2001,12,KOR
53.0434,2002,1,KOR
6.89596,2002,2,KOR
58.6208,2002,3,KOR
142.413,2002,4,KOR
97.1195,2002,5,KOR
71.1973,2002,6,KOR
290.697,2002,7,KOR
471.181,2002,8,KOR
79.6244,2002,9,KOR
61.5314,2002,10,KOR
10.0483,2002,11,KOR
34.2393,2002,12,KOR
24.0319,2003,1,KOR
46.3834,2003,2,KOR
53.8646,2003,3,KOR
180.082,2003,4,KOR
178.977,2003,5,KOR
234.581,2003,6,KOR
528.996,2003,7,KOR
452.394,2003,8,KOR
274.815,2003,9,KOR
29.4281,2003,10,KOR
91.6609,2003,11,KOR
15.931,2003,12,KOR
13.9102,2004,1,KOR
52.6915,2004,2,KOR
33.3396,2004,3,KOR
108.414,2004,4,KOR
143.946,2004,5,KOR
198.363,2004,6,KOR
329.708,2004,7,KOR
372.303,2004,8,KOR
196.69,2004,9,KOR
10.2733,2004,10,KOR
53.6495,2004,11,KOR
33.0342,2004,12,KOR
15.246,2005,1,KOR
35.2496,2005,2,KOR
57.7907,2005,3,KOR
83.9625,2005,4,KOR
98.713,2005,5,KOR
184.275,2005,6,KOR
247.972,2005,7,KOR
278.48,2005,8,KOR
231.001,2005,9,KOR
43.0204,2005,10,KOR
39.549,2005,11,KOR
10.7112,2005,12,KOR
30.8903,2006,1,KOR
28.693,2006,2,KOR
17.931,2006,3,KOR
103.494,2006,4,KOR
183.185,2006,5,KOR
170.593,2006,6,KOR
574.664,2006,7,KOR
152.623,2006,8,KOR
71.9909,2006,9,KOR
67.4291,2006,10,KOR
45.1399,2006,11,KOR
19.7586,2006,12,KOR
10.57,2007,1,KOR
41.6669,2007,2,KOR
103.872,2007,3,KOR
48.5596,2007,4,KOR
137.811,2007,5,KOR
97.5409,2007,6,KOR
293.427,2007,7,KOR
260.855,2007,8,KOR
315.053,2007,9,KOR
72.1737,2007,10,KOR
14.618,2007,11,KOR
27.3105,2007,12,KOR
41.835,2008,1,KOR
10.8801,2008,2,KOR
61.9917,2008,3,KOR
57.2577,2008,4,KOR
128.554,2008,5,KOR
230.574,2008,6,KOR
268.88,2008,7,KOR
238.888,2008,8,KOR
64.7627,2008,9,KOR
35.535,2008,10,KOR
21.1014,2008,11,KOR
21.1039,2008,12,KOR
12.5511,2009,1,KOR
37.5532,2009,2,KOR
57.4032,2009,3,KOR
68.0759,2009,4,KOR
121.588,2009,5,KOR
152.875,2009,6,KOR
525.183,2009,7,KOR
158.391,2009,8,KOR
50.1032,2009,9,KOR
57.1883,2009,10,KOR
57.8819,2009,11,KOR
21.9337,2009,12,KOR
28.6334,2010,1,KOR
70.1642,2010,2,KOR
101.962,2010,3,KOR
90.1181,2010,4,KOR
131.556,2010,5,KOR
103.713,2010,6,KOR
293.81,2010,7,KOR
364.443,2010,8,KOR
302.413,2010,9,KOR
39.926,2010,10,KOR
14.8066,2010,11,KOR
29.0709,2010,12,KOR
10.1163,2011,1,KOR
67.9782,2011,2,KOR
21.7994,2011,3,KOR
110.515,2011,4,KOR
116.794,2011,5,KOR
343.528,2011,6,KOR
345.713,2011,7,KOR
221.068,2011,8,KOR
56.023,2011,9,KOR
59.3189,2011,10,KOR
106.391,2011,11,KOR
20.2216,2011,12,KOR
20.3588,2012,1,KOR
13.6182,2012,2,KOR
100.949,2012,3,KOR
155.471,2012,4,KOR
37.7215,2012,5,KOR
94.2735,2012,6,KOR
335.804,2012,7,KOR
420.457,2012,8,KOR
263.19,2012,9,KOR
66.7435,2012,10,KOR
57.0352,2012,11,KOR
54.4533,2012,12,KOR
26.4028,2013,1,KOR
66.9352,2013,2,KOR
59.2858,2013,3,KOR
79.0608,2013,4,KOR
141.664,2013,5,KOR
80.7948,2013,6,KOR
368.873,2013,7,KOR
175.657,2013,8,KOR
109.74,2013,9,KOR
71.877,2013,10,KOR
47.7426,2013,11,KOR
19.3044,2013,12,KOR
14.9143,2014,1,KOR
46.9125,2014,2,KOR
73.542,2014,3,KOR
82.6032,2014,4,KOR
66.4021,2014,5,KOR
101.189,2014,6,KOR
164.596,2014,7,KOR
415.634,2014,8,KOR
98.6298,2014,9,KOR
105.381,2014,10,KOR
54.0795,2014,11,KOR
21.3305,2014,12,KOR
27.3651,2015,1,KOR
26.9702,2015,2,KOR
40.538,2015,3,KOR
138.908,2015,4,KOR
62.7042,2015,5,KOR
117.331,2015,6,KOR
202.235,2015,7,KOR
143.712,2015,8,KOR
65.1355,2015,9,KOR
59.5246,2015,10,KOR
121.374,2015,11,KOR
35.9026,2015,12,KOR
